Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20220903-218CE-2147354038,9/3/2022 ,9/14/2022 ,9/28/2022 ,Consumer,"Minnie mouse telephone with rotary style numbers.Pink phone with purple decals","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"Just Play, LLC","Disney junior ","81963754",,"886144899270",,,"Target ",,9/3/2022 ,No,"Exiting the local Target, I went to open a telephone package and the entire back housing of the telephone came off. Inside of the housing was all electronic components for the toy. There was no evidence of the screws holding the back part of the housing to the front part of the housing ever being in place, nor do I believe that I had the strength or ability to pull the housing apart if the screws intended to hold both sides of the housing or in place. I was using the product and removing it from its original packaging in the passenger seat of my vehicle. There was no injuries but I believed that my toddler would have been seriously injured if she was given access to the product outside of the original packaging.","Olympia ","Washington",98502,"Other","Incident, No Injury","","My Child","2",No,No,,,,No,,,"Just Play, LLC: Just Play, LLC takes product safety issues very seriously. All our products are manufactured and tested to comply with all applicable safety regulations and we thoroughly investigate any report made to us or the CPSC.  The product mentioned in this complaint was age graded for children over 3, and meets all applicable tests for this age grading.   We have also checked our records and have confirmed that we have received no other complaints of this nature.The consumer has not responded to our calls, but if we are contacted by them, we will attempt to have the product returned so that we can investigate to confirm that it was manufactured to our design specifications.",
20230126-9E5EF-2147351141,1/26/2023 ,8/2/2023 ,8/23/2023 ,Consumer,"Hot pink rubber stretchy beagle dog sensory toy","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Curious Minds Busy Bags","Curious Minds",,,,,,,,,No,"My daughter was playing with a CURIOUS MINDS hot pink rubber stretchy dog sensory toy. After she stretched it the dogs head pooped off and sand exploded everywhere and hit her in her body and sand was everywhere including her neck chest face and it could have went into her throat and eyes. She was instantly screaming and crying because it scared her and it could have caused her extreme bodily harm to her face, eyes, nose, neck and mouth. Please discontinue this product and recall from shelves so that another child or person won't experience this happening to them.","Acworth","Georgia",30102,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","4",Yes,No,,,,No,,"This product was not modified or damaged ","",
20230322-2672B-2147348566,3/22/2023 ,3/24/2023 ,4/10/2023 ,Consumer,"Playmags Magnetic Figures - Community Figures Set of 15 Pieces - Play PeopleFigures contains small magnets glued to feet.","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"Playmags Inc","Playmags","BQ8S1QVY1B","105195623",,,,"amazon.com",,3/21/2023 ,No,"Product is magnetic play figures sold for children 3+. Figures contain small magnets that are glued on the feet. Magnets can be removed and/or may fall off. Small magnets can be swallowed by children and are dangerous.","Bexley","Ohio",43209,"Home/Apartment/Condominium","No Incident, No Injury","","Other Relative","3",Yes,No,,,,Yes,,,"",
20231204-D71FA-2147343662,12/4/2023 ,12/7/2023 ,12/29/2023 ,Consumer,"Boxer Gifts Stress Hog","Toys & Children","Toys","Squeeze or Squeaker Toys (1350)",1350,"Seaton Trading Company LTD"," Boxer Gifts",,,,,,"Amazon ",,11/19/2023 ,No,"I purchased a Boxer Gifts Stress Hog from Amazon as a gift for my adult son.  When he used as directed, the device exploded releasing a liquid and powder which caused an eye injury.","Nashville ","Tennessee",,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Male","My Child","19",,,,,,,,,"",
20200306-B7EA5-2147374476,3/6/2020 ,3/16/2020 ,3/30/2020 ,Consumer,"Fisher Price Linkimals Happy Shapes Hedgehog, musical baby toy","Toys & Children","Toys","Blocks, Stacking Toys or Pull Toys (1326)",1326,"FISHER-PRICE BRANDS","Fisher Price","FYK58",,,,,"Wal-Mart",,12/9/2019 ,No,"I want to give a PSA about the hedgehog toy from Fisher Price. It was a hot Christmas toy for older babies and toddlers. This is when we got it but [REDACTED] just started playing with it last week. It comes with a cord to pull the toy around. Baby [REDACTED] likes to roll around in addition to crawling. A few days ago he was rolling while playing supervised and the cord wrapped around his neck, strangling him very tightly. It happened so quickly. His dad was in the room and immediately untangled him. Thank God Ean was only left with a red strangulation mark around his neck and tears from the fear. We immediately notified Fisher Price and cut the cord short. What is pictured here is less than half the length of the original cord, which was about 28 inches long. Fisher price offered to refund our money. We really don't want anything from Fisher Price except for the cord length shortened. Other kids may not have as good of an outcome. It could've been so tragic. Please Keep our babies safe. I highly encourage you to cut the cord short. It is recommended for ages o months and up.","West Fork","Arkansas",72774,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","-1",Yes,No,,,No,Yes,,"We cut the cord and kept it. We contacted Fisher Price who offered a $26 refund in exchange for the toy.","",
20210522-7E73A-2147363983,5/22/2021 ,6/10/2021 ,6/25/2021 ,Consumer,"It is a metal and plastic toy with gears. You wind it up and then it walks across the floor. It has a metal frame, white plastic gears, and blue rubber “legs”.  About 4 in long by 4 in wide by 2 1/2 in high.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Kikkerland Design Inc.",,,,,,,,,,No,"My 14 year old son was winding up a metal toy that then moves on its own across the floor. As he was winding it up it started a spark and was on fire for about 10 seconds until we could throw it in the sink and put water on it.","Carlsbad","California",92009,"Home/Apartment/Condominium","Incident, No Injury","","My Child","14",,,,,,,,,"",
20221225-CB21F-2147351869,12/25/2022 ,1/3/2023 ,1/18/2023 ,Consumer,"FlyNova Pro Flying Spinner","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Shenzhen Wonuode Intelligence Technology Co.,Ltd","FlyNova Pro","Flying Spinner","There is not one","There is not on",,"Unknown","Amazon",,12/11/2022 ,No,"Bought flying spinner toy from Amazon for my daughter for Christmas. We plugged it in the kitchen and the battery exploded causing a fire. Luckily we have a fire extinguisher in the kitchen and sensitive smoke alarms or it could have been a lot worse.","Cameron","North Carolina",28326,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","12",Yes,No,,,,Yes,,"I still have the burnt mess on the counter as well as th packaging. I have contacted the seller thru amazon and have also posted a review on Amazon. ","",
20250303-CBAF0-2147332777,3/3/2025 ,3/6/2025 ,3/20/2025 ,Consumer,"Kid Connection Cleaning Set (Sold at Walmart) Specifically the broom.","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"Walmart Stores Inc.","Kid Connection","Cleaning Set",,,,,"Walmart ",,10/1/2024 ,Yes,"My daughter got her finger stuck in the hole that disconnects toy. We had to take her to the ER. Luckily she didnt break it or tear it off (quite literally) but it was smashed pretty good. A lot worse could have happened.","Robson","West Virginia",25173,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Female","My Child","2",Yes,No,,,,No,,"The product was as is. It has buttons on it to disconnect. My daughter pushed the button and ultimately her finger got stuck underneath the button inside the toy broom. I can send proof of hospital visit if need be. ","",
20201114-C5B12-2147368120,11/14/2020 ,12/10/2020 ,12/28/2020 ,Consumer,"This product is called Baby Einstein Take Along Tunes. It is a white toy with a colorful circular button and a fake screen that lights up to the classical music that plays when you press the middle button. A caterpillar with large beads make up the handle.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"KIDS II, INC","Baby Einstein ","30704","Unsure","074451307049",,,,,,No,"Today, I am reporting the Baby Einstein Take Along Tunes. My 11 month old son was playing with the toy on the floor at home, pressing the music button and chewing on the handle. I walked away for 30 seconds, and I came back, and the back where the batteries are, was open and the batteries were exposed and one fell out. At first, I thought this was user error, and got a screwdriver and screwed the back on the toy tighter. But the next day, the back fell off again, and my baby was chewing on the back with the screw in his mouth. No matter how much I screw the back on, the back will come off, even just when it falls on the carpet. It just concerns me that if I was not monitoring my baby as closely, he could have chewed and/or choked on a battery or swallowed a screw. ","Bourbonnais ","Illinois",60914,"Home/Apartment/Condominium","Incident, No Injury","","My Child","-1",,,,,,,,,"",
20201221-C98A9-2147367326,12/21/2020 ,1/13/2021 ,1/29/2021 ,Consumer,"HABA Shakin’  Eggs - 5 Musical Wooden Eggs Model SKU 300714","Toys & Children","Toys","Toy Musical Instruments (1344)",1344,"Habermaass Corp. Inc. dba HABA USA","HABA","SKU 300714",,,,,"Amazon",,2/12/2019 ,No,"We had these HABA shaking’ Eggs. The light blue egg (which clicks when you twist it) broke in half, exposing broken SHARP wood stick in the middle while my 3 yr and 1 yr were playing with it. Luckily my children were not hurt, but my palm got pricked while my son handed it to me. My 3yr son said the egg dropped to the floor and broke, he is shorter than my countertop! My son played with his toys gently and he never threw them. I bought them through Amazon when my son was 1 yr.My children could get hurt badly with these. I can provide some photos and the broken toys if needed. Please check on them! ","Ithaca","New York",14850,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","Self","34",Yes,No,,,,Yes,,," Safety is our number one priority at HABA USA.  After this incident was brought to our attention, we tested ten units from our warehouse – each were dropped from five feet 12 different times – and we were unable to replicate this issue.  This appears to be an isolated incident.  We encourage all customers to reach out to us with any concerns at 800-468-6873 Monday through Friday between 8:00 AM and 5:00 PM EST.  ",
20220324-F3641-2147357137,3/24/2022 ,3/28/2022 ,4/18/2022 ,Consumer,"nvyue Magic Pocket Staff for Professional Magician Stage Portable,Pocket Arts Staff Magic Tricks Accessories (110cm Gold-https://www.amazon.com/nvyue-Professional-Magician-Accessories-Gold-Silver/dp/B08HSDSJ57/ref=sr_1_1_sspa?gclid=EAIaIQobChMI9KG99vPf9gIVQv_jBx3iFQdIEAAYASAAEgIMNfD_BwE&hvadid=318532428472&hvdev=c&hvlocphy=9007586&hvnetw=g&hvqmt=e&hvrand=10201535523208564706&hvtargid=kwd-588754859440&hydadcr=24657_10400627&keywords=magic+pocket+staff&qid=1648164699&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVlJVTFI3NzZRUUFNJmVuY3J5cHRlZElkPUEwNTAzNTgxNkNVV1UxOEIyRElIJmVuY3J5cHRlZEFkSWQ9QTAyMDE1NzQxVERBSVlZOFg3V0ZMJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Shenzhen Baoanqu Xinwenfeng Wenjuhang","nyvue Magic Pocket Staff",,,,,,"Amazon",,3/19/2022 ,No,"I bought my son a magic pocket staff toy on Amazon. One hour after he got it out of the box he came downstairs screaming with his hand over his eye and blood gushing out of his eye. His eye was filling with blood internally and he had a deep gash on his forehead. The toy didn't have any instructions in the box or warnings. My son was rushed to the hospital and they did a CT scan then airlifted him to [REDACTED] in DC to determine the extent of his injury. The drs diagnosed him with a hyphema, bleeding in the eye, and he has to follow up with the ophthalmologist repeatedly to check his eye pressure and to ensure he doesn't have permanent vision loss. He's missed one week of school so far to stay bedridden.","Leesburg","Virginia",20175,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","My Child","9",Yes,No,,,,Yes,,,"",
